,SAMPLE_NUMBER,SAMPLE_TYPE,BATCH_ID,DATE_VISITED,ATLAS_CODE,X_COORD,Y_COORD,Ag_XRF,Al_XRF,As_XRF,Ba_XRF,Bi_XRF,Br_XRF,Ca_XRF,Cd_XRF,Ce_XRF,Cl_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Fe_XRF,Ga_XRF,Ge_XRF,Hf_XRF,Hg_AAS,Hg_XRF,I_XRF,In_XRF,K_XRF,La_XRF,LOI450,Mg_XRF,Mn_XRF,Mo_XRF,Na_XRF,Nb_XRF,Nd_XRF,Ni_XRF,P_XRF,Pb_XRF,pH,Rb_XRF,S_XRF,Sb_XRF,Sc_XRF,Se_XRF,Si_XRF,Sm_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Te_XRF,Th_XRF,Ti_XRF,Tl_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Yb_XRF,Zn_XRF,Zr_XRF,DRIFTS,LANDUSES,CLASTS,SITE_CONTAMINANTS,SOIL_TEXTURE,COMMENTS,elevation,slope,aspect,plan.curve,profile.curve,twi,mrvbf,mrrtf,population,landuse
2296,612973,SHALLOW SOIL (5 -20CM),12752,7/5/2011,GLAS,272178,658748,$0.20 ,57132,7.5,358,1.1,10.2,2287.04,$0.10 ,59,$84 ,19.2,82.9,2,39.7,34550.36,11.9,2.5,8.7,NA,NA,2.5,<0.5,10293.24,29,5.8,5427.9,813.225,1,5193.3,13.6,24.8,31.5,1571.04,80.9,4.53,43.4,$899 ,1.2,8.7,0.8,302149,4,6.3,69.7,$0 ,$0.10 ,7.1,4604.16,0.7,2.9,86.8,1.3,20.5,2.1,112.4,351.6,"soil, regolith(observed at site); beach raised(observed at site);",grass moor(observed at site),NA,manufactured metal; pottery; slag (furnace waste);,loam,"long grass, no animals present. min h4 in s. 1 pce clay pottery <1cm in 1 s sample. a0 fence <10m away.",29.29999924,0.04796318,4.712388992,-0.005833341,-0.000637795,8.483056068,1.934308648,0.006343387,539,4
2297,612974,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,276822,657258,$0.10 ,75118,6.1,419,0.9,5.1,37021.46,$0.40 ,85,$79 ,26.8,523.3,2,49.2,55042.78,16.6,4.1,6.4,NA,NA,1.1,0.5,11040.33,41,6.23,12062,2408.695,2.6,3709.5,15.5,32.4,61.7,872.8,92,7.59,51.9,1148,1.5,12.7,1.2,257317,5.6,6.2,114,1.1,<0.5,9.5,4831.97,0.9,2.9,161.1,2.2,26.8,3.2,172.8,228.8,"soil, regolith(observed at site); made ground(observed at site);",minor metalled roads/verge(observed at site); metal manufacture(observed at site);,sandstone (undifferentiated),manufactured metal; aluminium; ceramic; bricks; plastic; coal tailings;,silty clay,"sdst=tr <1cm a+s. lrg verge. a0:chicken wire fence+lampost <10m. b3:re brk, abunt s,mod a. b0:ye+or bldg sand, mod a+s. h2:mod s, min a. d0:wrappers@surf. a7:can@surf. site=ravenscraig, disused steel works.",86.80000305,0.005385101,3.522093773,0.04123785,0.000117925,10.36563778,3.149775505,1.982714415,367,1
2298,612975,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,274767,655299,<0.5,53429,7.1,340,0.7,12.4,1715.28,0.8,61,$88 ,17.7,81.1,2,27.9,34480.42,10.9,2.5,8.2,NA,NA,1.9,<0.5,11289.36,29,5.37,4824.8,813.225,0.8,5193.3,11.3,28.2,28.7,872.8,63.7,4.23,46.6,$851 ,0.9,8.3,0.7,308220,6.9,4.3,60.6,$0.40 ,<0.5,7.3,3944.71,0.7,2.4,80.9,1.4,21.7,1.8,379,337.8,"soil, regolith(observed at site); alluvium, raised terrace(observed at site); fluvioglacial(observed at site);",recreational area(observed at site),NA,slag (furnace waste),silt,long grassed embankment ~20m upslope frm clyde walkway ftpath. min h4 in 3 s augs and 1 a aug.,26.89999962,0.141267329,3.961802483,0.00071247,-0.000894064,8.325525284,0.704443336,0.046592083,650,4
2299,612976,SHALLOW SOIL (5 -20CM),12752,7/5/2011,GLAS,272749,659150,<0.5,61364,4.3,287,0.4,13.9,2572.92,<0.5,59,$96 ,15.3,105.9,3,25.4,34270.6,13.4,2.7,9,NA,NA,2.9,<0.5,8882.07,29,6.28,4824.8,534.405,1.1,3709.5,14.5,21.5,33,741.88,163,4.63,40.5,$859 ,$0.40 ,6.4,0.8,294677,$2.60 ,3.7,63.4,$0.70 ,$0.10 ,7.4,4945.875,0.8,2.3,99.9,2.4,18.4,1.7,104.2,406.7,"soil, regolith(observed at site); glacial(observed at site);",domestic garden (urban)(observed at site),NA,ceramic,silt,5x5m gardn with fence round edge. ye bldg sand in a.,73.59999847,0.038993061,3.167227745,0.006896185,-2.90E-05,8.841130257,0.155928507,2.891649008,3581,21
2300,612978,SHALLOW SOIL (5 -20CM),12752,7/7/2011,GLAS,275201,652864,<0.5,68241,8.7,333,0.9,9.9,3073.21,<0.5,53,$71 ,17.6,87.3,3,27.5,35109.88,14.6,2.5,6.5,NA,NA,3,<0.5,10459.26,27,6.39,5427.9,503.425,0.9,5193.3,17.9,23.9,28.1,1047.36,67.2,4.73,48.4,$900 ,1,9,0.7,289073,$1.60 ,4.7,75.8,$0.90 ,$0.10 ,6.4,5959.03,0.9,2.4,97.4,1.2,18.1,2.2,118.6,293.4,"soil, regolith(observed at site); till(observed at site);",long term pasture(observed at site); grass moor(observed at site);,sandstone (undifferentiated); limestone;,manufactured metal; ceramic; slag (furnace waste);,silty clay,sdst tr <1cm a+s. empty pasture. a0:lamposts + barb wire<50m. h4: tr s. 1s=clay. b0: bldg sand tr in a.,90.90000153,0.07726039,0.498315245,0.006974021,0.000832616,8.347845078,0.214662716,0.726363003,1394,4
2301,612979,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,275224,652333,<0.5,41262,11.1,241,0.6,13.5,3287.62,$0.40 ,36,$78 ,18,81.9,2,25.2,33291.44,8.2,2.1,7,NA,NA,3.3,$0.40 ,8134.98,17,7.16,6031,518.915,0.8,6677.1,15.4,12.2,33.4,1789.24,50.6,4.63,28.1,$959 ,1.2,5,0.5,314291,$1.60 ,4.3,65.1,$0.70 ,<0.5,4.2,4748.04,($0.10),1.5,79.6,$0.40 ,12.6,1.8,126.1,263.9,"soil, regolith(observed at site); fluvioglacial(observed at site);",grass moor(observed at site),NA,ceramic; bricks; coal tailings;,sandy loam,"no livestock, large field. h3 min in a & s. yellow building sand tr a & s. red brick tr a & s.",97.80000305,0.05771124,3.551030636,0.002170891,0.00098962,8.381930351,0.047463015,1.817218065,1394,4
2302,612981,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,276338,651195,<0.5,63480,11.1,468,1,13.8,9791.39,$0.20 ,67,$117 ,30.7,100,3,60.5,41544.36,14.7,6.2,5.3,NA,NA,3.1,<0.5,10542.27,34,9.22,7237.2,983.615,1.6,5935.2,15.5,29.7,62.9,1832.88,231.8,5.51,46.5,1176,1.4,10.9,1.1,264789,4.7,9.1,128.2,$0.80 ,<0.5,7.1,5119.73,$0 ,2.1,112.9,1.2,23.3,2.1,191.2,226.3,"soil, regolith(observed at site); till(observed at site);",domestic garden (urban)(observed at site),NA,ceramic; coal tailings; slag (furnace waste);,loam,front garden with borders. orange tips in s augs. min orange bldg sand in a augs. tr h4 in a & s. h2: mod in a+s.,110.9000015,0.021091914,5.260937214,0.029346036,-0.000278869,9.756360054,0.11287456,2.974780321,2992,21
2303,612982,SHALLOW SOIL (5 -20CM),12752,7/5/2011,GLAS,271792,658269,<0.5,57132,5.1,335,0.3,10.1,4717.02,<0.5,56,$116 ,20.7,73.6,2,26.8,37907.48,12,1.1,5.8,NA,NA,1.7,<0.5,10459.26,27,8.73,6031,720.285,0.9,3709.5,10.3,22.4,34.6,785.52,37.1,5.7,48.5,1075,0.5,7.9,0.5,276931,3.4,3.6,59.9,$0.20 ,$0.40 ,7.1,3608.99,0.7,2.2,81.6,0.8,18.5,2.4,76.6,263.4,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",playing field(observed at site),NA,manufactured metal; plastic;,loam,"football field, edge of pitch, gravlled over with goal posts. goals <5m away. min d0 wrappers at site. 1 s@20cm.",23.89999962,0.008602119,3.761841536,-0.008765736,-4.46E-05,10.86284065,5.572790623,0.188352749,100,4
2304,612983,SHALLOW SOIL (5 -20CM),12752,7/7/2011,GLAS,279718,654855,<0.5,56074,6.9,379,0.6,19.5,9934.33,0.8,57,$178 ,22.8,83.9,2,71.2,35459.58,13.2,4.6,6.4,NA,NA,4.1,<0.5,8633.04,29,14.74,4824.8,789.99,1.6,2967.6,11.7,27.3,50.2,1658.32,258.6,5.71,40.3,1551,1.9,9.3,1.2,232566,$2.90 ,9.4,99.3,$0.40 ,$0.40 ,7.6,4148.54,0.8,2.9,121.7,2.1,21.3,2.3,217.8,227.4,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site); domestic garden (urban)(observed at site);,NA,ceramic; bricks; coal tailings;,sandy loam,"gdn of church, tended lawn, flower beds, bark@surface. h2:min s, tr a. b0:ye bldg sand min a, tr s. b3:re brk tr a.",141.6999969,0.039991166,4.687392712,0.002337798,0.000166057,9.432048798,1.346425056,0.616055965,3822,20
2305,612984,SHALLOW SOIL (5 -20CM),12752,7/7/2011,GLAS,280330,654623,<0.5,58719,3.6,281,0.8,9.7,2501.45,$0.10 ,59,$82 ,19.1,74.9,2,25.8,37138.14,11.9,1.8,9,NA,NA,2.3,<0.5,8467.02,29,7.37,4221.7,689.305,0.7,2967.6,10,23.6,25.8,741.88,53.3,4.84,38.3,$953 ,$0.20 ,7.6,0.6,294210,3.6,4.6,50.1,($0.10),<0.5,7.1,3866.775,0.6,2.4,85,0.7,18.5,$0.80 ,85.1,352.3,"soil, regolith(observed at site); till(observed at site);",grass moor(observed at site); park(observed at site); urban open space tended but unproductive(observed at site);,sandstone (undifferentiated),ceramic; slag (furnace waste);,silty clay,sdst=tr s. lrg grass park with wildflowers. h4:min a+s. b0:bldg sand tr s. btm 1a=or sand. 1s=sacl,147.3999939,0.062853605,4.405711174,-0.003009212,-0.000269017,8.7318964,1.390082359,0.255513698,2478,4
2306,612985,SHALLOW SOIL (5 -20CM),12752,7/5/2011,GLAS,273111,658365,<0.5,69299,8.3,335,0.5,16.5,1858.22,<0.5,65,$110 ,20.8,92.5,3,26.2,38467,13.7,3.8,7.9,NA,NA,2.5,<0.5,11621.4,34,9.24,5427.9,495.68,1.1,4451.4,16.5,27.4,33.2,654.6,94,4.17,58.9,$945 ,1.1,8,0.7,280667,6,5,69.4,$0.80 ,$0.40 ,8.5,5593.335,0.8,3,100,1.3,20.9,1.8,99.7,330.5,"soil, regolith(observed at site); till(observed at site);",golf course(observed at site); deciduous woodland established(observed at site);,NA,NA,loam,mature woodland on edge of golf course. s= lb/or,53.5,0.078426361,3.398916245,0.001420157,-7.09E-05,8.070327759,0.681764543,0.219911486,797,4
2307,612986,SHALLOW SOIL (5 -20CM),12752,7/5/2011,GLAS,276153,657399,$0.40 ,87285,13.2,470,0.5,13.7,7147,0.8,96,$82 ,38.4,150.9,4,75.2,58749.6,23.7,8.2,5.8,NA,NA,2.3,<0.5,14443.74,47,12.04,9046.5,1665.175,2.9,3709.5,17.7,43.8,86.8,1309.2,264.3,5.23,71.9,1161,2.4,14.9,1.7,230698,6.2,14.2,102.1,$0 ,<0.5,10.6,5773.185,1.2,2.7,166.5,3.2,29.4,$1.40 ,346.1,203.5,"soil, regolith(observed at site); beach raised(observed at site);",park(observed at site); recreational area(observed at site); minor metalled roads/verge(observed at site);,NA,manufactured metal; ceramic; bricks; coal tailings; slag (furnace waste);,silt,"grass slope with footpath <20m from min rd. coal tailings and slag are mod in s, min in a. trc red brick and building sand in a +s. metal fence and lamp post <20m away.",67.69999695,0.106335394,6.017754555,-0.007527998,0.000219755,8.013875008,0.74156791,0.076129928,367,21
2308,612987,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,276210,651695,$0.20 ,43907,6.5,573,0.4,11.6,23013.34,$0.20 ,53,$124 ,27.5,111.1,2,54.2,39446.16,12.1,6.7,5,NA,NA,2.1,$0.10 ,8716.05,26,8.93,7840.3,836.46,1.4,6677.1,13.1,22.4,57.1,1614.68,278.3,7.24,30.5,1365,2.1,9.9,0.9,270393,4.8,15.2,130.6,$0.90 ,<0.5,5.6,4358.365,0.9,1.5,99.5,1.1,19.6,$0.60 ,280.7,188.8,"soil, regolith(observed at site); fluvioglacial(observed at site);",domestic garden (urban)(observed at site),NA,ceramic; bricks; coal tailings;,loam,"s+1@50, 2@40, 2@30cm. site: border of small garden surrounded by brick. maj bldg sand in 1 s, min all a and s, gr fragements mod in s aug (pottery) and rubble. re brick min in a and s. min h2 in a and s.",105.6999969,0.007810079,0.87605679,0.000587516,1.54E-05,11.00757885,0.517176211,3.15728569,2992,21
2309,612988,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,276169,652838,<0.5,94691,51.9,338,$0.20 ,4.3,6932.59,1.2,73,$100 ,23.2,107,5,103.3,42033.94,25.1,3.5,3.1,NA,NA,$0.40 ,$0.10 ,11704.41,40,25.98,4221.7,216.86,4.6,$741.90 ,12.5,37.2,56.3,305.48,374.1,4.32,71.6,5549,1,15.7,5,156912,4.5,2.3,73.8,($0.20),<0.5,11.6,4214.485,2.5,3.1,135.2,1.4,25.5,2.5,326.6,94.3,"soil, regolith(observed at site); till(observed at site);",long term pasture(observed at site); deciduous woodland established(observed at site);,slate,ceramic; bricks; coal tailings; slag (furnace waste);,silt,"slte tr <2cm a. evidence of horses, woodland in surrounding area. h4+h2: abunt in a+s. b3:re brk tr a+s. b0:ye bldg sand tr a+s.",89.59999847,0.122549355,1.161640763,0.00410159,0.002556428,7.267942905,0.006996917,0.934098125,532,1
2310,612989,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,277707,657207,$0.20 ,52371,14.1,335,1.8,15.1,98128.31,1.5,50,304,24.1,574.6,1,118.4,469647.1,8.2,3.2,2.9,NA,NA,7.7,<0.5,3901.47,29,5.62,20505.4,3190.94,7.5,4451.4,7.5,32.4,85.9,741.88,500.2,7.77,20.9,1532,3,6.2,4.3,149907,($2.30),6,107.8,$0.40 ,$0.10 ,5.6,2362.03,1.2,0.5,112.3,<0.6,17.5,4,273.9,92.8,"soil, regolith(observed at site); made ground(observed at site);","urban open space cleared, derelict(observed at site); metal manufacture(observed at site);",NA,manufactured metal; ceramic; bricks; plastic;,silty clay,"wasteland, concreted. b3:mod a+s,mod@surf. b0:bldg sand min a+s,mod@surf. d0:min@surf. a0:min@surf. site=ravenscraig, disused steel works.",91.90000153,0.010999541,4.712388992,0.010909217,-0.000299944,8.853749275,2.306433201,0.466106832,13,1
2311,612990,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,276360,654211,$0.20 ,68770,8.5,438,0.8,8.7,3001.74,0.6,58,$72 ,23.1,113.5,4,37.4,41264.6,14.6,1.9,5.3,NA,NA,2.5,<0.5,12285.48,29,7.79,10252.7,627.345,1.1,5935.2,11.8,25.1,45.2,1178.28,157.3,4.65,53.7,$944 ,1.1,10.2,0.8,289540,3.8,5.7,79.8,$0.20 ,$0.10 ,7.6,4388.34,0.8,2.3,98.7,1.1,21.1,2.2,145,226.2,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",grass moor(observed at site),NA,manufactured metal,sandy loam,cow & sheep field. pylon ~100m away.,25.70000076,0.01272723,0.785398185,-0.003928343,-0.000229944,9.704874039,2.974747658,0.109440401,806,4
2312,612991,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,275248,655248,<0.5,117438,8.8,451,$0.20 ,6.6,3787.91,<0.5,90,$84 ,30.9,119.3,6,59.9,28815.28,29.2,2.8,3.7,NA,NA,1.1,<0.5,15688.89,48,14.76,6031,309.8,1.3,$741.90 ,13.4,37,72.9,567.32,63.2,5.04,96.6,1436,0.6,17.2,1.4,214820,7.3,4,114.8,1.3,$0.10 ,13.4,4694.085,1.2,4.4,141.6,2.5,26.8,3,109.1,103.8,"soil, regolith(observed at site); made ground(observed at site); fluvioglacial(observed at site);",grass moor(observed at site); park(observed at site);,slate,ceramic; bricks;,sandy loam,"no animals, lng grassed park <30m from ftpath. bldg sand and rubble abdnt in s, mod in a (yellow and white). red brick min all s. slte=mod <2cm a and s",49,0.160712957,3.822113991,0.002168475,-0.000261172,7.677546501,0.063096203,0.050906613,2011,4
2313,612992,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,277121,658178,<0.5,97336,3.9,466,0.8,$0.60 ,7075.53,$0.30 ,87,$57 ,27.3,107.6,4,29.4,43922.32,19.7,0.6,7,NA,NA,$0.30 ,<0.5,15771.9,43,3.86,10252.7,604.11,0.4,2967.6,14.8,35.3,51.2,567.32,20.2,7.56,78.1,$646 ,0.6,14.8,0.3,290007,5,2.8,81.9,1.7,<0.5,9.9,5239.63,1,2.6,103.1,1,24.5,2.1,71.9,242.5,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);","urban open space cleared, derelict(observed at site); metal manufacture(observed at site);",NA,ceramic; bricks; coal tailings;,silty clay,"lrg barren area, new housing devt. abunt sdst+mdst @ surface. b0:ye,re+white bldg sand abunt a+s. h2: min a+s, mod @surf. b3:re brk mod @surf. site= ravenscraig, disused steel works.",107.3000031,0.042424481,3.403712273,-0.004721577,-0.000159137,8.931028366,1.381123185,0.645906389,2069,21
2314,612993,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,276749,652666,<0.5,64538,15.7,462,0.4,11.4,9862.86,$0.30 ,74,$86 ,29.1,106.5,3,56.4,50077.04,16,4.2,7.4,NA,NA,3.1,<0.5,12866.55,36,9.49,7237.2,944.89,1.5,5193.3,18.4,33.3,54.5,1352.84,102.3,6.45,56.2,1073,1.3,11.3,0.8,253114,6.4,10.8,99.9,$0.70 ,$0.10 ,8.2,5833.135,0.7,2.7,110.1,1.3,23.5,2.8,207.4,287.3,"soil, regolith(observed at site); glacial(observed at site);",long term pasture(observed at site),sandstone (undifferentiated),ceramic; bricks; plastic; farm effulent; coal tailings; slag (furnace waste);,silty clay,"sdst tr <1cm a+s. cow pasture. g1:cow poo. h4:mod in a, min in s. h2:min a, tr s. b3:re brk tr a+s. b0:bldg sand tr 1 s. d0:plastic bag, tr 1 a+ 1 s.",67.19999695,0.031564802,0.191184074,-0.016295824,-0.000145241,8.723562241,1.679995298,0.564528406,532,20
2315,612994,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,276194,650810,$0.20 ,48668,5.6,286,0.8,12.4,7718.76,$0.20 ,43,$104 ,21.7,78.1,2,25.8,36788.44,10.8,1.7,4.5,NA,NA,3,<0.5,8965.08,21,7.73,7840.3,766.755,0.9,6677.1,13.9,18.5,37.3,1352.84,37,5.94,34.2,1001,0.8,8.1,0.8,304484,$1.50 ,2.7,91.1,$0.40 ,$0.20 ,4.5,4508.24,0.5,1.9,89.4,0.6,15.3,2,129.9,204.7,"soil, regolith(observed at site); fluvioglacial(observed at site);",urban open space tended but unproductive(observed at site),NA,manufactured metal; bricks; plastic; coal tailings;,loam,"garden strip by school and leisure centre, min decid trees. red brick mod in s tr in a. h2 tr in s. min d0 at surface. metal fence and lamposts ~10m.",105.9000015,0.029146522,0.103082597,0.001850625,-9.38E-05,9.645278931,2.7200315,0.322030544,3811,21
2316,612995,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,275890,655185,<0.5,87814,11.8,427,0.5,9.8,3430.56,$0.10 ,75,$80 ,27.1,110.4,4,31,51895.48,19.5,3,5.9,NA,NA,3.8,<0.5,13779.66,37,8.74,7237.2,1045.575,1.3,3709.5,17.5,29.7,42.5,1047.36,101,4.88,73.5,$922 ,1.1,11.7,0.7,248444,3.2,9.9,79.1,1.3,<0.5,9.4,6084.925,0.8,2.9,129.6,1.6,23,1.9,123.4,246.6,"soil, regolith(observed at site); fluvioglacial(observed at site);",long term pasture(observed at site); deciduous woodland established(observed at site);,NA,ceramic; bricks; slag (furnace waste);,silty clay,"field just cut for hay, next to woodland. min h4 in s, tr in a. bldg sand tr in a & s.red brick tr in a & s. s augs had grey patches.",64.40000153,0.083049148,3.642857075,-0.004249849,0.000567848,8.376260757,0.764847755,0.123945452,2011,4
2317,612996,SHALLOW SOIL (5 -20CM),12752,7/5/2011,GLAS,274762,657874,<0.5,52371,8.8,360,0.4,13.4,7790.23,<0.5,52,$121 ,24.2,114.6,2,52.9,38187.24,11.5,2.6,5.7,NA,NA,2.4,<0.5,9297.12,27,9.38,7237.2,813.225,2.6,5935.2,12.2,25.8,60.7,1221.92,156.4,5.45,38.6,1212,1.8,8.2,0.6,273195,$0.80 ,11.4,96.9,($0.40),<0.5,5.7,4418.315,$0.20 ,2.1,104.3,1.3,20,2.8,172.6,236.5,"soil, regolith(observed at site); beach raised(observed at site);",major roads/verge(observed at site); commercial and residential(observed at site); deciduous woodland recent(observed at site);,NA,ceramic; bricks; plastic; slag (furnace waste);,silt,"b+q carpark. red brick mod 3s, 3a, min in all other augers. slag min in s, trc in a. building sand min s, trc in a. plastic abund 1 s, trc 2 s, min on surface.",73.30000305,0.008944067,4.24874115,-0.023254801,-0.000471943,9.946816444,3.434292316,3.057427645,4792,20
2318,612997,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,277629,657711,<0.5,83582,2.8,410,0.5,$0.20 ,6718.18,<0.5,78,$85 ,22.8,94.5,3,24.8,40285.44,16.7,0.9,6.9,NA,NA,<0.5,$0.10 ,14194.71,38,3.41,9649.6,627.345,0.3,3709.5,13.1,30,44.9,523.68,16.8,7.63,67.1,$925 ,$0.10 ,13.1,0.2,288139,3.7,2,74.7,$0.80 ,$0.10 ,8.9,4760.03,$0.20 ,2.7,92.4,1.4,22.7,2.7,60.2,246.6,"soil, regolith(observed at site); made ground(observed at site);","urban open space cleared, derelict(observed at site); minor metalled roads/verge(observed at site); metal manufacture(observed at site);",NA,ceramic; bricks; coal tailings;,silty clay,"wasteland with lots of rubble nr rd. b0:tr a+s. h2:tr a+s, abunt @surf. b3: mod @surf. sdst+slst clasts abunt @surf. site=ravenscraig disused steel works",95.59999847,0.009055151,3.030937195,-0.055808056,-0.000134619,8.720583916,3.62573719,0.706708252,13,1
2319,612998,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,276327,656603,1.8,50255,47.6,879,4,16.9,26158.02,5.2,135,206,63.7,454.9,1,2157.2,170094.08,24.2,14.6,1.3,NA,NA,4.1,<0.5,5146.62,68,16.47,7237.2,4228.77,29.7,2967.6,17.5,62.1,313.1,1221.92,4736.9,6.68,25.9,2304,160.8,16.7,3.6,132161,3.2,158.4,222.5,4,<0.5,9.5,3591.005,4,A0,269,11.7,42.5,2.7,1871.8,110.9,"soil, regolith(observed at site); made ground(observed at site);","deciduous woodland established(observed at site); urban open space cleared, derelict(observed at site); metal manufacture(observed at site);",NA,manufactured metal; aluminium; plastic;,silt,"forest nxt to wasteland. d0:rubbish mod@surf incl. chemical barrel. a0:lrg metal fence, machine parts. a7:cans@surf. site=ravenscraig, disused steel works.",80.40000153,0.074187241,1.986288309,0.003512074,-2.09E-05,9.027471542,2.919477463,0.08615236,228,4
2320,612999,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,274754,654754,<0.5,56074,6.2,435,$0.10 ,16.2,3073.21,$0.30 ,54,$86 ,23.1,100.9,3,25.7,35179.82,10.4,1.4,9,NA,NA,2.3,$0.10 ,12700.53,26,6.98,9046.5,975.87,0.8,7419,10.5,23.2,37,872.8,139.7,4.83,51.1,$964 ,1.1,8.4,0.5,301215,$2.70 ,4,81.5,$0.80 ,<0.5,7,3986.675,0.7,2,80.2,0.7,19,2.1,101.1,343,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",recreational area(observed at site),NA,slag (furnace waste),silt,grass just off clyde walkway. tr h4 in 1 s.,26.29999924,0.011704167,2.792822123,0.049914364,0.000515661,10.41483688,4.915919781,1.960141182,442,1
2321,613000,SHALLOW SOIL (5 -20CM),12752,7/6/2011,GLAS,275173,653739,<0.5,68241,8.5,438,0.7,8.2,3787.91,$0.10 ,74,$85 ,23.9,99.3,4,29.5,39026.52,14.9,2,8.9,NA,NA,2.5,<0.5,13613.64,36,6.49,6634.1,789.99,0.8,5935.2,19,29.6,38.7,1221.92,66.4,5.17,57.6,$899 ,0.8,11.6,0.6,285337,3.6,4.3,85.8,1.8,<0.5,7.7,6150.87,$0.40 ,2.9,96.4,1.5,24,2.1,95.5,361.6,"soil, regolith(observed at site); glacial(observed at site);",grass moor(observed at site); long term pasture(observed at site);,NA,slag (furnace waste),silty clay,empty pasture. all s lb tips. h4:tr in a+s.,48.70000076,0.024202721,0.668289006,0.013281109,-0.000121395,9.155331612,2.156701088,1.630789161,8,4
2322,613001,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,272858,653291,<0.5,78821,4.6,384,$0.10 ,8,3430.56,<0.5,64,$91 ,19.5,93,3,14.1,34900.06,16.5,1.3,7.6,NA,NA,1.5,$0.10 ,10708.29,31,7.61,6031,371.76,0.7,3709.5,23.9,25.7,30.6,960.08,62.7,4.74,50.7,$887 ,$0.40 ,11.3,0.6,272728,$0.80 ,2.8,72.7,1.7,$0.30 ,8.5,7283.925,$0.40 ,3.5,102,1.1,19.9,$1.20 ,72.5,306.2,"soil, regolith(observed at site); fluvioglacial(observed at site);",grass moor(observed at site),NA,manufactured metal; ceramic; slag (furnace waste);,silty clay,cow field. a0 fence >20m away. h4: trace a and s. b0: trce a and s.,102,0.024693161,5.728876591,0.007307887,1.95E-05,8.760652542,0.689117789,2.250495195,1754,4
2323,613002,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,270272,656152,$0.20 ,42849,12.7,500,0.3,9.7,8504.93,$0.40 ,47,$170 ,26.4,87.4,2,174.7,35809.28,11.4,7.2,4.8,NA,NA,3,<0.5,8550.03,24,8.59,5427.9,619.6,1.9,5935.2,10.2,23.1,57.3,2400.2,550.6,5.5,31.2,1281,9.9,7.1,0.9,292809,4.3,62.1,106.4,($0.80),<0.5,5.5,3453.12,$0.40 ,1.5,102.8,2.1,19.3,2.3,344,216.8,"soil, regolith(observed at site); till(observed at site);",domestic garden (urban)(observed at site); recreational area(observed at site);,NA,manufactured metal; ceramic; bricks; plastic; slag (furnace waste);,loam,land use: shared garden outside of council flats.  a0 lampost <20m away. d0 wrappers on surface. h4 trc a +s. building sand white-trc a+s. red brick trc a.,61.20000076,0.013452822,5.445204735,-0.009445134,-1.29E-05,10.38396168,3.419290066,1.492759109,4687,21
2324,613003,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,280746,655713,<0.5,80408,6.7,377,0.7,12,3287.62,0.5,67,$95 ,20.8,99.9,4,32.9,44971.42,17.8,1.9,6.4,NA,NA,2.6,<0.5,10542.27,34,10.2,4824.8,425.975,1.1,2225.7,14.2,27.7,33.9,829.16,91.1,4.7,54.7,1171,1.2,11.7,1.1,237703,$1.10 ,4.6,71,$0.60 ,<0.5,8.4,5035.8,0.7,3.1,110.1,1,21.2,2,136.6,263.8,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),NA,manufactured metal; ceramic; bricks; slag (furnace waste);,silt,"land use: open grass area used for public use. metal post nearby. h4 trc a+s. red brick trc in a+s. building sand min in s, trc in a(yellow).",158,0.019695209,5.130614281,0.003789195,0.000125288,9.732457161,1.152158141,2.800059795,3340,21
